cluster_id,mean_customer_zip_code_prefix,median_customer_zip_code_prefix,min_customer_zip_code_prefix,max_customer_zip_code_prefix,mean_total_spend,median_total_spend,min_total_spend,max_total_spend,mean_average_order_value,median_average_order_value,min_average_order_value,max_average_order_value,mean_total_items_purchased,median_total_items_purchased,min_total_items_purchased,max_total_items_purchased,mean_average_review_score,median_average_review_score,min_average_review_score,max_average_review_score,mean_average_delivery_days,median_average_delivery_days,min_average_delivery_days,max_average_delivery_days,mean_average_delivery_delay_days,median_average_delivery_delay_days,min_average_delivery_delay_days,max_average_delivery_delay_days,mean_late_orders,median_late_orders,min_late_orders,max_late_orders,mean_cancelled_orders,median_cancelled_orders,min_cancelled_orders,max_cancelled_orders,mean_recency_days,median_recency_days,min_recency_days,max_recency_days,mean_monetary,median_monetary,min_monetary,max_monetary,customer_count,segment_score,segment_name
0,34946.16707600471,24210.0,1003.0,99990.0,157.33639151073274,103.86,0.0,6726.66,157.33639151073274,103.86,0.0,6726.66,1.136458253025981,1.0,0.0,20.0,4.210366715493537,5.0,0.0,5.0,11.180296136165985,9.90236111111111,0.5334143518518518,70.2136111111111,-12.700197953671784,-12.23769675925926,-146.0161226851852,0.0,0.0,0.0,0.0,0.0,3.3040739231472404e-05,0.0,0.0,1.0,293.0693776639096,275.876712962963,45.34954861111111,745.3232407407407,157.33639151073274,103.86,0.0,6726.66,90797,0.6363636363636364,Lower Activity Segment
1,37146.978019435446,28082.5,1009.0,99900.0,180.22685099490974,110.46000000000001,0.0,13664.08,180.22685099490974,110.46000000000001,0.0,13664.08,1.0947478019435446,1.0,0.0,21.0,2.4256709856547896,2.0,0.0,5.0,31.215265895740142,28.91189236111111,1.6489930555555556,209.6286111111111,8.632936611993761,4.8597627314814815,-28.37928240740741,188.97508101851852,0.9054835724201759,1.0,0.0,1.0,0.07195742711707542,0.0,0.0,1.0,273.4740133998963,241.20605902777777,1.0,773.843738425926,180.22685099490974,110.46000000000001,0.0,13664.08,8644,0.8636363636363636,Higher Activity Segment
